Long,Lat,FID,EVENTSTA,eventend,SIMULATI,SIMULAT1,UNIQUEAS,assetid,NETWORKM,ASSETNAM,TREATMEN,ESTIMATE,OSISERVI,STRUCTUR,INTERIOR,SERVICES,OSI,SUBSTRUC,SUPESTRU,ROOFCOND,FITTINGS,FLOORCON,HYDRAULI,MECHANIC,FIRECOND,ELECTRIC,SECURITY,SITESERV,EXTERNAL
116.004081004766,-31.9957543635136,"0","1577836800000","1609372800000","0","2020",BD_5015-01,BD_5015-01,"55915",BD_5015-01 - Darling Range Pony Club - Shed, ,0,0,3,2,2,2,2,3,3,3,1,3,2,1,1,1,1,3
116.071029106945,-31.9920666283194,"1","1577836800000","1609372800000","0","2020",BD_5016-04,BD_5016-04,"193597",BD_5016-04 - Depot buildings - Muster Room, ,0,0,4,4,4,4,5,3,3,5,3,3,4,5,3,5,3,3
116.071660983429,-31.9920427893417,"2","1577836800000","1609372800000","0","2020",BD_5016-26,BD_5016-26,"42446",BD_5016-26 - Depot buildings - Maintenance Store, ,0,0,4,5,4,4,4,3,4,5,4,3,3,3,5,4,4,5
116.070910486254,-31.9923635720752,"3","1577836800000","1609372800000","0","2020",BD_5016-24,BD_5016-24,"670534",BD_5016-24 - Depot buildings - Workshop, ,0,0,4,4,4,4,3,5,5,4,4,5,4,3,5,4,4,5
116.081568339434,-32.003223940573,"4","1577836800000","1609372800000","0","2020",BD_5054-07,BD_5054-07,"97757",BD_5054-07 - Kalamunda Pistol Club - Toilets, ,0,0,3,3,3,3,3,2,3,2,4,2,3,3,4,4,3,4
116.075589134082,-32.0010594641068,"5","1577836800000","1609372800000","0","2020",BD_5103-00,BD_5103-00,"350150",BD_5103-00 - Walliston Hall - (Walliston Hall), ,0,0,5,5,6,5,6,4,5,4,5,4,6,6,6,4,5,4
116.073750623943,-31.9984128442011,"6","1577836800000","1609372800000","0","2020",BD_5105-00,BD_5105-00,"367268",BD_5105-00 - Grove Road Centre - (Walliston Pre-School), ,0,0,3,3,3,3,2,2,4,2,3,4,2,3,2,4,2,3
116.070683805437,-31.9924659972102,"7","1577836800000","1609372800000","0","2020",BD_5016-08,BD_5016-08,"33049",BD_5016-08 - Depot buildings - Bin Store and Shelter, ,0,0,4,5,4,4,5,3,4,5,4,5,3,5,4,4,5,3
116.085004391876,-32.0182115611242,"8","1577836800000","1609372800000","0","2020",BD_5011-00,BD_5011-00,"56571",BD_5011-00 - Carmel School (SCOUTS) - (School Hall), ,0,0,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,6
116.081899230692,-32.0028877123602,"9","1577836800000","1609372800000","0","2020",BD_5054-04,BD_5054-04,"51817",BD_5054-04 - Kalamunda Pistol Club - Range 1 Shelter, ,0,0,4,3,3,3,3,4,4,3,2,4,3,2,3,3,2,3
116.071398094046,-31.9920544998187,"10","1577836800000","1609372800000","0","2020",BD_5016-25,BD_5016-25,"95505",BD_5016-25 - Depot buildings - Tractor Shed, ,0,0,4,5,4,4,5,3,3,5,4,5,4,3,4,4,3,4
116.090542206374,-32.0194630772152,"11","1577836800000","1609372800000","0","2020",BD_5010-00,BD_5010-00,"389971",BD_5010-00 - Carmel Hall - Carmel Hall, ,0,0,5,5,3,4,5,4,5,5,5,3,3,4,3,3,3,3
116.072958507285,-31.9923760454023,"12","1577836800000","1609372800000","0","2020",BD_5017-00,BD_5017-00,"266225",BD_5017-00 - Dog pound - (Dog Pound), ,0,0,3,3,3,3,2,3,4,3,2,3,4,2,3,2,4,3
116.081457945249,-32.001831127862,"13","1577836800000","1609372800000","0","2020",BD_5055-00,BD_5055-00,"10658",BD_5055-00 - Kalamunda Rifle Club - (Kalamunda Small Bore Rifle Club Clubrooms), ,0,0,2,2,2,2,3,1,2,1,3,1,3,2,3,2,3,2
116.081836065473,-32.0030944923058,"14","1577836800000","1609372800000","0","2020",BD_5054-05,BD_5054-05,"49350",BD_5054-05 - Kalamunda Pistol Club - Range 2 Shelter, ,0,0,4,3,3,4,4,4,4,2,3,4,3,3,2,3,3,4
116.072161667189,-31.9924918114646,"15","1577836800000","1609372800000","0","2020",BD_5006-01,BD_5006-01,"269908",BD_5006-01 - Fire Brigade buildings - SES/Volunteer Fire Brigade - Garage, ,0,0,2,2,2,2,3,1,3,2,1,2,2,1,1,1,1,1
116.060732134204,-31.9791070527628,"16","1577836800000","1609372800000","0","2020",BD_5056-12,BD_5056-12,"56191",BD_5056-12 - Kalamunda Wet N Wild - Slides - Plant Room, ,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1
116.059900142442,-31.971150850012,"17","1577836800000","1609372800000","0","2020",BD_5052-00,BD_5052-00,"2672479",BD_5052-00 - Kalamunda Library - Kalamunda Library, ,0,0,4,5,4,4,3,5,5,4,5,3,3,5,3,3,5,5
116.057252892278,-31.9743814171875,"18","1577836800000","1609372800000","0","2020",BD_5117-02,BD_5117-02,"52424",BD_5117-02 - Mens Shed - Garage, ,0,0,3,4,3,3,2,3,3,3,4,3,3,2,4,3,4,3
116.001658233803,-31.9947201628513,"19","1577836800000","1609372800000","0","2020",BD_5026-00,BD_5026-00,"342000",BD_5026-00 - Forrestfield Tennis Club - Forrestfield  Tennis Club, ,0,0,3,4,4,3,4,2,2,3,4,4,4,2,4,2,4,3
116.059190732035,-31.9698612281152,"20","1577836800000","1609372800000","0","2020",BD_5037-10,BD_5037-10,"133989",BD_5037-10 - History Village - McCullagh Cottage, ,0,0,6,5,6,6,6,5,6,5,5,6,6,5,6,6,6,6
116.054646732133,-31.9760304916064,"21","1577836800000","1609372800000","0","2020",BD_5078-00,BD_5078-00,"1068932",BD_5078-00 - Kostera Oval - (Pat Moran Pavilion), ,0,0,3,4,3,3,3,4,3,5,3,3,4,3,3,4,3,4
116.043067258689,-32.0029015064597,"22","1577836800000","1609372800000","0","2020",BD_5047-02,BD_5047-02,"73244",BD_5047-02 - Kalamunda BMX Track - Starting Shelter, ,0,0,2,2,3,3,2,3,2,2,2,4,2,2,3,4,4,3
115.992480189722,-31.9968441694034,"23","1577836800000","1609372800000","0","2020",BD_5102-00,BD_5102-00,"350548",BD_5102-00 - Vintage Car Club - House - (Residence), ,0,0,2,4,3,3,2,2,3,4,4,2,3,2,3,2,3,3
116.058994362823,-31.9694897883684,"24","1577836800000","1609372800000","0","2020",BD_5037-05,BD_5037-05,"98510",BD_5037-05 - History Village - Horse-drawn Carriage Shed, ,0,0,2,2,3,2,2,1,3,2,1,3,3,3,1,2,3,1
116.002399750734,-31.994621752318,"25","1577836800000","1609372800000","0","2020",BD_5020-01,BD_5020-01,"33158",BD_5020-01 - Forrestfield Bowling Club - Shed, ,0,0,2,3,2,2,3,3,1,2,3,2,2,3,2,1,1,1
116.005309781195,-31.9472442715631,"26","1577836800000","1609372800000","0","2020",BD_5036-00,BD_5036-00,"1642118",BD_5036-00 - High Wycombe Rec Centre - High Wycombe Community &  Recreation Centre, ,0,0,2,3,3,2,3,2,1,3,3,2,2,3,3,2,3,3
116.016710378565,-31.9872281810881,"27","1577836800000","1609372800000","0","2020",BD_5003-01,BD_5003-01,"41684",BD_5003-01 - Anderson Road Community Centre (Primary School) - Shed/Workshop, ,0,0,2,3,2,2,3,1,3,2,3,1,2,3,2,1,2,1
116.016814441317,-31.9865900073331,"28","1577836800000","1609372800000","0","2020",BD_5079-00,BD_5079-00,"1505693",BD_5079-00 - Peter Anderton Centre (HACC) - (Peter Anderton Centre (HACC)), ,0,0,3,3,3,3,3,3,2,2,3,3,2,2,3,2,3,2
116.000198126664,-31.993907391394,"29","1577836800000","1609372800000","0","2020",BD_5024-00,BD_5024-00,"1818879",BD_5024-00 - Forrestfield Rugby Club - Forrestfield Rugby Club, ,0,0,4,3,3,3,4,4,4,3,3,4,3,4,2,2,2,3
116.059133622039,-31.9696777367858,"30","1577836800000","1609372800000","0","2020",BD_5037-07,BD_5037-07,"181367",BD_5037-07 - History Village - Ellis Cottage, ,0,0,6,6,6,6,6,5,6,6,5,6,5,6,6,6,6,5
116.04312668878,-32.0022367004715,"31","1577836800000","1609372800000","0","2020",BD_5060-00,BD_5060-00,"1281648",BD_5060-00 - Lesmurdie Hall - (Lesmurdie Hall (Ray Owen)), ,0,0,4,3,4,4,4,4,4,3,3,3,4,4,5,5,3,3
116.081207581028,-32.001889382081,"32","1577836800000","1609372800000","0","2020",BD_5055-02,BD_5055-02,"44932",BD_5055-02 - Kalamunda Rifle Club - Equipment Shed, ,0,0,2,2,3,2,3,1,3,2,1,3,3,3,2,2,2,3
116.000136920226,-31.9944023383505,"33","1577836800000","1609372800000","0","2020",BD_5025-00,BD_5025-00,"416562",BD_5025-00 - Forrestfield Scout Hall - Forrestfield Scout Group, ,0,0,3,4,4,3,3,4,2,3,4,3,4,4,3,2,3,4
116.044838778728,-32.0023878580114,"34","1577836800000","1609372800000","0","2020",BD_5085-02,BD_5085-02,"344430",BD_5085-02 - Ray Owen Pavilion - Ray Owen Oval - Changerooms (detached), ,0,0,3,3,2,3,3,3,4,3,2,2,2,2,3,2,4,2
116.060966816549,-31.9767203984162,"35","1577836800000","1609372800000","0","2020",BD_5057-00,BD_5057-00,"397309",BD_5057-00 - Kalamunda Tennis Club - Clubroom, ,0,0,2,3,2,2,1,3,2,2,3,2,1,2,2,1,1,2
116.054535633147,-31.9698533303553,"36","1577836800000","1609372800000","0","2020",BD_5049-00,BD_5049-00,"2255027",BD_5049-00 - Kalamunda Club - Kalamunda Club, ,0,0,5,5,5,5,5,5,6,6,4,5,5,4,5,5,6,4
116.082916866207,-32.0055855571915,"37","1577836800000","1609372800000","0","2020",BD_5002-00,BD_5002-00,"32141",BD_5002-00 - Alan Anderson Public (WC) - Anderson Reserve - Public Toilet, ,0,0,3,2,2,3,3,3,3,1,3,1,3,2,2,1,1,3
116.062862009817,-31.9797351598329,"38","1577836800000","1609372800000","0","2020",BD_5041-00,BD_5041-00,"327445","BD_5041-00 - HOUSE - 36 Collins Road - Residence (36 Collins Rd, Kalamunda)", ,0,0,3,5,4,4,3,3,3,5,5,4,3,5,3,5,4,5
116.084898727081,-32.0179750908422,"39","1577836800000","1609372800000","0","2020",BD_5011-01,BD_5011-01,"104697",BD_5011-01 - Carmel School (SCOUTS) - Double Garage, ,0,0,1,3,3,2,1,1,2,2,3,2,3,2,3,2,1,3
116.015293951562,-31.9418962387115,"40","1577836800000","1609372800000","0","2020",BD_5034-00,BD_5034-00,"365121",BD_5034-00 - High Wycombe Learning Centre - High Wycombe Learning Centre, ,0,0,4,4,4,4,4,5,4,4,4,5,5,4,3,5,3,5
116.01687159907,-31.9869905040787,"41","1577836800000","1609372800000","0","2020",BD_5003-02,BD_5003-02,"234018",BD_5003-02 - Anderson Road Community Centre (Primary School) - Transportable, ,0,0,3,2,2,2,3,2,3,2,1,1,3,3,1,1,2,1
116.062150042319,-31.9792575752496,"42","1577836800000","1609372800000","0","2020",BD_5056-00,BD_5056-00,"612966",BD_5056-00 - Kalamunda Wet N Wild - (Office & Kiosk), ,0,0,4,4,4,4,4,3,5,3,5,3,3,3,5,5,3,3
116.061488729874,-31.9789136235453,"43","1577836800000","1609372800000","0","2020",BD_5056-04,BD_5056-04,"16431",5056-04 - Kalamunda Wet N Wild - Shelters / Stands, ,0,0,3,5,4,3,3,3,3,4,5,4,5,3,5,3,3,5
116.009314954778,-31.9853882706249,"44","1577836800000","1609372800000","0","2020",BD_5023-00,BD_5023-00,"1609700",BD_5023-00 - Forrestfield Library - Forrestfield Library, ,0,0,4,5,5,5,4,5,4,5,5,4,4,6,4,6,6,5
116.075745716769,-32.0001015102425,"45","1577836800000","1609372800000","0","2020",BD_5104-00,BD_5104-00,"119094",BD_5104-00 - Walliston Pony Club - (Clubhouse & Toilet Block), ,0,0,3,3,3,3,2,2,4,4,2,3,3,4,2,2,4,3
116.008512722189,-31.9434572602905,"46","1577836800000","1609372800000","0","2020",BD_5083-01,BD_5083-01,"234988",BD_5083-01 - Rangeview Tennis Club - Toilets, ,0,0,3,3,3,3,2,3,4,3,2,4,2,3,4,2,2,3
116.072345768126,-31.9923650762746,"47","1577836800000","1609372800000","0","2020",BD_5016-11,BD_5016-11,"7698712",BD_5016-11 - Depot buildings - Poisons Shed, ,0,0,4,5,4,4,5,3,3,4,5,3,4,4,4,5,3,3
116.028106560066,-31.9472531859479,"48","1577836800000","1609372800000","0","2020",BD_5046-01,BD_5046-01,"45174",BD_5046-01 - Kalamunda Archery Club - Equipment Shed, ,0,0,2,2,2,2,2,1,2,3,1,3,1,2,2,2,3,3
116.055621569541,-31.9976786257383,"49","1577836800000","1609372800000","0","2020",BD_5018-00,BD_5018-00,"547176",BD_5018-00 - Falls Farm - Falls Farm Cottage, ,0,0,6,6,6,6,5,6,6,6,5,6,6,6,5,6,6,5
116.007786576705,-31.9883697402233,"50","1577836800000","1609372800000","0","2020",BD_5107-00,BD_5107-00,"954632",BD_5107-00 - Woodlupine Community Centre - (Woodlupine Community Centre), ,0,0,2,1,2,2,3,2,1,1,1,2,3,1,1,3,3,1
116.050321481287,-31.9923867429809,"51","1577836800000","1609372800000","0","2020",BD_5064-00,BD_5064-00,"501163",BD_5064-00 - Lesmurdie Tennis Club - (Lesmurdie  Tennis Club), ,0,0,3,3,2,3,4,2,3,3,2,2,2,2,3,4,4,2
116.065503643904,-31.9719888297422,"52","1577836800000","1609372800000","0","2020",BD_5043-00,BD_5043-00,"876886",BD_5043-00 - Jorgensen Park Pavilion - Hedley Jorgensen Pavilion, ,0,0,3,4,4,3,3,3,3,5,3,5,4,4,3,5,4,4
116.055154079278,-31.9693594222618,"53","1577836800000","1609372800000","0","2020",BD_5097-01,BD_5097-01,"44579",BD_5097-01 - Stirk Park Public (WC) - Public Toilet, ,0,0,4,3,4,4,4,5,4,3,3,5,4,3,5,5,3,5
116.044806374333,-32.0022156399296,"54","1577836800000","1609372800000","0","2020",BD_5085-00,BD_5085-00,"1615497",BD_5085-00 - Ray Owen Pavilion - (Ray Owen Pavilion), ,0,0,3,3,2,3,3,3,3,2,3,2,2,3,2,2,4,3
116.050677082145,-31.992583895647,"55","1577836800000","1609372800000","0","2020",BD_5094-00,BD_5094-00,"377651",BD_5094-00 - SKAMP - 5094(Hall (SKAMP)), ,0,0,5,5,5,5,4,4,6,6,4,5,5,5,5,4,4,5
116.057881797608,-31.9560889302708,"56","1577836800000","1609372800000","0","2020",BD_5028-00,BD_5028-00,"594073",BD_5028-00 - Gooseberry Hill Multi Use Hall - Gooseberry Hill Multi-Use Centre, ,0,0,2,2,2,2,1,1,3,2,2,2,2,2,3,1,1,1
116.059652369358,-31.9704031033869,"57","1577836800000","1609372800000","0","2020",BD_5037-12,BD_5037-12,"389929",BD_5037-12 - History Village - School House, ,0,0,6,6,6,6,6,6,5,6,5,6,6,6,5,6,6,6
116.062361644414,-31.9789729464132,"58","1577836800000","1609372800000","0","2020",BD_5090-00,BD_5090-00,"2984166",BD_5090-00 - Rollerama - (Rollerama Building), ,0,0,3,4,3,3,3,4,3,4,3,4,3,2,4,3,3,4
116.064872037834,-31.9721639886922,"59","1577836800000","1609372800000","0","2020",BD_5044-00,BD_5044-00,"99477",BD_5044-00 - Jorgensen Park - Public Toilet, ,0,0,3,3,3,3,3,4,2,3,3,3,2,2,4,2,3,3
116.050757928584,-31.9924673452407,"60","1577836800000","1609372800000","0","2020",BD_5095-00,BD_5095-00,"7619",BD_5095-00 - SKAMP Public (WC) - 5095(Public Toilet), ,0,0,4,5,4,4,5,3,4,5,5,4,5,4,4,5,4,5
116.056935597976,-31.9742018570685,"61","1577836800000","1609372800000","0","2020",BD_5013-00,BD_5013-00,"313618",BD_5013-00 - Community Centre (POLICE) - (Police Station), ,0,0,5,6,5,5,6,5,5,6,6,6,5,5,5,6,6,6
116.061413789427,-31.9776594424567,"62","1577836800000","1609372800000","0","2020",BD_5001-01,BD_5001-01,"95187",BD_5001-01 - Administration Buildings - Green Room, ,0,0,3,3,3,3,2,4,4,3,3,4,2,2,2,4,2,2
116.002274564446,-31.9939408746813,"63","1577836800000","1609372800000","0","2020",BD_5020-00,BD_5020-00,"1244582",BD_5020-00 - Forrestfield Bowling Club - Forrestfield Bowling Club, ,0,0,3,2,4,3,4,4,2,2,2,4,4,4,2,4,2,3
115.997520278375,-31.9745334207376,"64","1577836800000","1609372800000","0","2020",BD_5082-00,BD_5082-00,"675194",BD_5082-00 - Pioneer Park Pavilion - (Pioneer Park Pavilion), ,0,0,2,2,2,2,1,3,2,2,1,2,2,2,3,2,3,3
115.996510068327,-31.994641353314,"65","1577836800000","1609372800000","0","2020",BD_5088-00,BD_5088-00,"1244377",BD_5088-00 - Reid Oval Pavilion - (Pavilion), ,0,0,4,4,4,4,4,5,4,4,4,5,3,3,4,4,5,3
116.043418041202,-32.0029994647058,"66","1577836800000","1609372800000","0","2020",BD_5047-00,BD_5047-00,"371069",BD_5047-00 - Kalamunda BMX Track - (Ray Owen BMX Club), ,0,0,3,2,2,3,2,3,3,2,2,2,3,2,2,4,3,4
116.004865582936,-31.9960969916137,"67","1577836800000","1609372800000","0","2020",BD_5015-00,BD_5015-00,"1099391",BD_5015-00 - Darling Range Pony Club - Darling Range Horse & Pony Club, ,0,0,3,4,3,3,4,2,2,3,4,3,2,2,4,3,3,3
116.057742205312,-31.9566446341615,"68","1577836800000","1609372800000","0","2020",BD_5027-00,BD_5027-00,"1227596",BD_5027-00 - Gooseberry Hill Hall (CHC) - Gooseberry Hill Hall, ,0,0,3,3,3,3,4,2,2,3,3,4,2,2,4,2,4,2
116.0546803143,-31.9701903701392,"69","1577836800000","1609372800000","0","2020",BD_5096-00,BD_5096-00,"120582",BD_5096-00 - Stirk Cottage - (Stirk Cottage), ,0,0,5,6,6,6,5,5,6,6,6,5,6,5,6,6,6,6
116.062033990162,-31.9790326072489,"70","1577836800000","1609372800000","0","2020",BD_5056-03,BD_5056-03,"412112",BD_5056-03 - Kalamunda Wet N Wild - Swimming Pool Changerooms & Toilets, ,0,0,4,5,5,5,5,4,4,5,5,5,4,5,5,4,5,5
116.008468768919,-31.9433418160932,"71","1577836800000","1609372800000","0","2020",BD_5083-00,BD_5083-00,"63250",BD_5083-00 - Rangeview Tennis Club - (Clubroom), ,0,0,4,3,3,3,3,4,4,2,3,3,3,2,3,2,3,3
115.993362963621,-31.9975559846002,"72","1577836800000","1609372800000","0","2020",BD_5101-01,BD_5101-01,"1057001",BD_5101-01 - Vintage Car Club - Workshop, ,0,0,2,2,2,2,1,2,2,3,1,3,2,1,3,1,2,1
116.057167734374,-31.9740492957426,"73","1577836800000","1609372800000","0","2020",BD_5117-00,BD_5117-00,"57097",BD_5117-00 - Mens Shed - (Old Vehicle Inspection Station), ,0,0,3,3,3,3,3,3,3,2,4,2,3,4,2,2,2,4
116.059185375768,-31.9700318874319,"74","1577836800000","1609372800000","0","2020",BD_5037-01,BD_5037-01,"61507",BD_5037-01 - History Village - 1903-1927 Railway Station, ,0,0,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,6
116.057621836593,-31.9744215471564,"75","1577836800000","1609372800000","0","2020",BD_5048-00,BD_5048-00,"117294",BD_5048-00 - Kalamunda CHC - Kalamunda Child Health Centre, ,0,0,3,3,3,3,3,3,2,3,2,3,3,2,2,3,2,2
