Long,Lat,FID,EVENTSTA,eventend,SIMULATI,SIMULAT1,UNIQUEAS,assetid,NETWORKM,ASSETNAM,TREATMEN,ESTIMATE,OSISERVI,STRUCTUR,INTERIOR,SERVICES,OSI,SUBSTRUC,SUPESTRU,ROOFCOND,FITTINGS,FLOORCON,HYDRAULI,MECHANIC,FIRECOND,ELECTRIC,SECURITY,SITESERV,EXTERNAL
116.056235744401,-31.9766763739253,"152","1577836800000","1609372800000","0","2020",BD_5058-00,BD_5058-00,"153548",BD_5058-00 - Kostera Oval - (Kiosk), ,0,0,3,4,3,3,3,4,3,4,4,4,2,2,4,2,4,3
116.050495040048,-31.9920445042122,"153","1577836800000","1609372800000","0","2020",BD_5063-01,BD_5063-01,"15485",BD_5063-01 - Lesmurdie Scout Group - Garage, ,0,0,2,1,2,2,2,2,3,1,1,1,3,1,2,1,2,1
116.029233725021,-31.9489382384451,"154","1577836800000","1609372800000","0","2020",BD_5067-01,BD_5067-01,"11083",BD_5067-01 - Maida Vale Preschool - Shed, ,0,0,3,4,3,3,4,2,3,4,3,3,3,3,3,3,4,3
116.02553198065,-31.9479835073719,"155","1577836800000","1609372800000","0","2020",BD_5068-00,BD_5068-00,"43187",BD_5068-00 - Maida Vale Reserve Kiosk - (Kiosk), ,0,0,3,4,3,3,4,2,3,3,4,4,4,2,2,4,2,4
116.025370241708,-31.9482649639117,"156","1577836800000","1609372800000","0","2020",BD_5069-01,BD_5069-01,"15222",BD_5069-01 - Maida Vale Reserve Public (WC) - Baseball Shelters, ,0,0,3,4,4,4,3,3,4,5,3,5,5,3,4,5,5,3
116.05518784599,-31.967554909435,"157","1577836800000","1609372800000","0","2020",BD_5076-01,BD_5076-01,"28497",BD_5076-01 - Overflow Cottage - Garage, ,0,0,2,2,2,2,2,2,1,2,2,2,1,3,1,2,1,1
116.109503496557,-32.0335011613662,"158","1577836800000","1609372800000","0","2020",BD_5080-00,BD_5080-00,"3082287",BD_5080-00 - Pickering Brook Sports Club - (Clubhouse), ,0,0,3,3,3,3,4,2,3,3,2,3,2,4,3,4,2,4
116.109511622046,-32.0342511503297,"159","1577836800000","1609372800000","0","2020",BD_5080-01,BD_5080-01,"496837",BD_5080-01 - Pickering Brook Sports Club - Changerooms, ,0,0,3,4,4,3,4,2,4,4,3,4,4,4,4,4,4,2
116.109216496351,-32.0335263204002,"160","1577836800000","1609372800000","0","2020",BD_5080-02,BD_5080-02,"10381",BD_5080-02 - Pickering Brook Sports Club - Equipment Shed, ,0,0,3,3,3,3,4,3,2,2,3,3,2,3,4,3,4,2
116.108839457582,-32.0339659708412,"161","1577836800000","1609372800000","0","2020",BD_5080-03,BD_5080-03,"34171",BD_5080-03 - Pickering Brook Sports Club - Green Keepers Shed, ,0,0,3,4,3,3,2,4,4,3,4,3,2,3,3,3,3,3
116.11061838807,-32.0326572984932,"162","1577836800000","1609372800000","0","2020",BD_5080-04,BD_5080-04,"28086",BD_5080-04 - Pickering Brook Sports Club - Tennis Courts Shelter, ,0,0,4,3,3,3,4,3,4,2,3,4,2,2,2,3,2,4
116.11055485608,-32.0327106734522,"163","1577836800000","1609372800000","0","2020",BD_5081-01,BD_5081-01,"23558",BD_5081-01 - Alan Fernie Pavilion (Ex- Pool) - Pool Filter Shed, ,0,0,3,4,3,3,2,2,4,4,3,4,2,3,2,2,2,4
116.110339806911,-32.0328392309471,"164","1577836800000","1609372800000","0","2020",BD_5081-00,BD_5081-00,"1328054",BD_5081-00 - Alan Fernie Pavilion (Ex- Pool) - Alan Fernie Pavilion, ,0,0,3,4,3,3,2,3,3,4,3,2,3,3,3,2,3,3
116.056387448231,-31.9691735534454,"165","1577836800000","1609372800000","0","2020",BD_5098-00,BD_5098-00,"92201",BD_5098-00 - Stirk Park Sound Shell - (Sound Shell), ,0,0,2,2,2,2,2,1,2,1,2,1,1,3,2,2,2,3
116.057947953082,-31.9722468561976,"166","1577836800000","1609372800000","0","2020",BD_5099-01,BD_5099-01,"29236",BD_5099-01 - Town Square Hall - Rotunda, ,0,0,5,5,6,5,6,4,5,4,5,6,5,5,6,5,5,4
115.993575485293,-31.9978079891219,"167","1577836800000","1609372800000","0","2020",BD_5101-02,BD_5101-02,"394720",BD_5101-02 - Vintage Car Club - Storage Shed, ,0,0,4,3,3,4,4,4,4,4,2,3,2,4,4,3,4,3
115.992500027618,-31.9967474265613,"168","1577836800000","1609372800000","0","2020",BD_5102-01,BD_5102-01,"6327",BD_5102-01 - Vintage Car Club - House - Residence - Shed, ,0,0,2,2,2,2,2,3,1,2,1,1,3,2,3,1,3,3
116.073875300187,-31.9984053824637,"169","1577836800000","1609372800000","0","2020",BD_5105-01,BD_5105-01,"9871",BD_5105-01 - Grove Road Centre - Shed, ,0,0,4,4,3,3,4,3,4,4,3,4,2,4,3,4,2,3
116.039987587152,-32.0211747514899,"170","1577836800000","1609372800000","0","2020",BD_5109-00,BD_5109-00,"2177892",BD_5109-00 - Kanyana Wildlife Center - (Brownie House), ,0,0,3,5,4,3,3,3,3,4,5,4,3,4,3,5,4,4
116.040909946752,-32.0198149878978,"171","1577836800000","1609372800000","0","2020",BD_5109-02,BD_5109-02,"409502",BD_5109-02 - Kanyana Wildlife Center - Caretakers House, ,0,0,5,5,4,4,5,5,4,4,5,4,3,5,4,4,3,3
116.040756953141,-32.02009990991,"172","1577836800000","1609372800000","0","2020",BD_5109-03,BD_5109-03,"39380",BD_5109-03 - Kanyana Wildlife Center - Shed 1, ,0,0,3,2,2,2,2,3,3,2,1,2,1,2,2,2,1,3
116.040973497815,-32.0209357277074,"173","1577836800000","1609372800000","0","2020",BD_5109-09,BD_5109-09,"1391132",BD_5109-09 - Kanyana Wildlife Center - Kanyana House, ,0,0,4,3,4,4,3,3,5,3,3,5,3,5,3,3,3,5
116.041829542057,-32.0204537725968,"174","1577836800000","1609372800000","0","2020",BD_5109-04,BD_5109-04,"94781",BD_5109-04 - Kanyana Wildlife Center - Rangers Hut, ,0,0,4,3,5,4,4,4,3,3,3,4,5,5,4,3,4,5
116.090496075748,-32.019583198519,"175","1577836800000","1609372800000","0","2020",BD_5010-01,BD_5010-01,"11879",BD_5010-01 - Carmel Hall - Store Shed, ,0,0,2,1,3,2,3,1,2,1,1,3,3,2,2,1,2,3
116.090576332304,-32.0195829182351,"176","1577836800000","1609372800000","0","2020",BD_5010-02,BD_5010-02,"123057",BD_5010-02 - Carmel Hall - Toilets, ,0,0,4,4,4,4,4,4,4,4,4,3,3,4,5,3,5,5
116.084996733952,-32.0178556983159,"177","1577836800000","1609372800000","0","2020",BD_5011-04,BD_5011-04,"52570",BD_5011-04 - Carmel School (SCOUTS) - Toilets, ,0,0,1,2,2,2,2,1,1,2,2,1,2,1,3,2,3,2
116.059316256805,-31.9696477660196,"178","1577836800000","1609372800000","0","2020",BD_5037-04,BD_5037-04,"8919",BD_5037-04 - History Village - Blacksmith, ,0,0,5,6,6,5,5,6,5,6,5,5,6,6,6,5,6,5
116.061882061156,-31.9787415124951,"179","1577836800000","1609372800000","0","2020",BD_5056-05,BD_5056-05,"10094",BD_5056-05 - Kalamunda Wet N Wild - Shade Structure (Type A), ,0,0,4,5,4,4,5,4,4,5,5,4,4,4,3,3,3,3
116.061841669829,-31.9789130784904,"180","1577836800000","1609372800000","0","2020",BD_5056-06,BD_5056-06,"13115",BD_5056-06 - Kalamunda Wet N Wild - Shade Structure (Type B), ,0,0,4,4,4,4,5,4,4,5,3,5,3,4,3,4,4,4
116.061925921546,-31.979170439922,"181","1577836800000","1609372800000","0","2020",BD_5056-07,BD_5056-07,"30376",BD_5056-07 - Kalamunda Wet N Wild - Shade Structure (Type C), ,0,0,4,4,4,4,4,4,4,5,3,4,4,5,3,5,5,4
116.061454446672,-31.9790072794606,"182","1577836800000","1609372800000","0","2020",BD_5056-10,BD_5056-10,"249023",BD_5056-10 - Kalamunda Wet N Wild - Slides, ,0,0,3,3,4,3,3,4,3,3,3,5,3,4,5,3,3,4
116.026377617021,-31.9489524494133,"183","1577836800000","1609372800000","0","2020",BD_5069-00,BD_5069-00,"47705",BD_5069-00 - Maida Vale Reserve Public (WC) - (Public Toilet), ,0,0,4,3,3,4,4,4,4,2,4,2,4,2,2,4,3,4
116.039737142243,-32.0211238973174,"184","1577836800000","1609372800000","0","2020",BD_5109-01,BD_5109-01,"30237",BD_5109-01 - Kanyana Wildlife Center - Brownie House Toilet Block, ,0,0,5,4,4,4,4,5,5,3,5,4,5,3,3,5,5,4
116.072686949353,-31.9924928259606,"185","1577836800000","1609372800000","0","2020",BD_5093-00,BD_5093-00,"289369",BD_5093-00 - SES buildings - 5093(SES/Volunteer Bush Fire Brigade - SES Offices & Garage, ,0,0,4,5,4,4,4,4,4,5,4,4,3,5,4,4,5,4
116.072413621046,-31.99249227813,"186","1577836800000","1609372800000","0","2020",BD_5006-00,BD_5006-00,"714215",BD_5006-00 - Fire Brigade buildings - (SES/Volunteer Fire Brigade) - Offices & Meeting Rooms, ,0,0,4,5,4,4,4,5,3,5,5,4,4,3,3,5,5,5
116.071187627107,-31.9920848820299,"187","1577836800000","1609372800000","0","2020",BD_5016-03,BD_5016-03,"93188",BD_5016-03 - Depot buildings - Minor Plant & Tyre Store, ,0,0,4,5,4,4,4,5,3,4,5,3,5,5,4,5,3,5
116.070661716176,-31.9923293146614,"188","1577836800000","1609372800000","0","2020",BD_5016-19,BD_5016-19,"332103",BD_5016-19 - Depot buildings - Office and Store (Walliston Operations Centre), ,0,0,4,5,5,4,4,4,3,5,5,5,5,4,5,3,4,4
116.057110284108,-31.9743645403713,"189","1577836800000","1609372800000","0","2020",BD_5100-00,BD_5100-00,"250396",BD_5100-00 - Toy Library - (Kalamunda & Districts Toy Library), ,0,0,6,5,6,5,6,6,5,4,5,5,6,5,6,4,6,5
116.057285406829,-31.9739868539387,"190","1577836800000","1609372800000","0","2020",BD_5008-00,BD_5008-00,"22887",BD_5008-00 - Bus Depot - Public Toilet, ,0,0,4,4,4,4,4,5,3,5,3,4,4,4,4,3,4,3
116.005450820345,-31.9989000453169,"191","1577836800000","1609372800000","0","2020",BD_5030-00,BD_5030-00,"3071337",BD_5030-00 - Hartfield Country Club - (Hartfield Country/Golf Club), ,0,0,3,2,3,3,2,4,4,2,2,4,3,2,3,2,3,3
116.059230516652,-31.9701333349895,"192","1577836800000","1609372800000","0","2020",BD_5037-03,BD_5037-03,"477480",BD_5037-03 - History Village - 1927-1949 Railway Station, ,0,0,6,6,6,6,6,6,5,5,6,6,6,5,5,6,6,5
116.010249471572,-32.0017193843702,"193","1577836800000","1609372800000","0","2020",BD_5065-00,BD_5065-00,"3202009",BD_5065-00 - Wattle Grove TAFE - (Lewis Road TAFE Centre), ,0,0,3,3,4,3,4,2,3,4,2,3,3,4,4,3,2,3
116.056756488809,-31.9764377212557,"194","1577836800000","1609372800000","0","2020",BD_5053-01,BD_5053-01,"166413",BD_5053-01 - Kalamunda Performing Arts - Kalamunda Agricultural Hall, ,0,0,4,5,4,4,3,4,4,5,4,3,5,5,4,5,4,5
116.081657393093,-32.0031410171405,"195","1577836800000","1609372800000","0","2020",BD_5054-02,BD_5054-02,"125206",BD_5054-02 - Kalamunda Pistol Club - Indoor Range, ,0,0,2,2,2,2,3,3,1,1,2,1,3,1,2,1,3,1
116.081671907628,-32.0032242691208,"196","1577836800000","1609372800000","0","2020",BD_5054-00,BD_5054-00,"92763",BD_5054-00 - Kalamunda Pistol Club - (Kalamunda Pistol Club Clubrooms), ,0,0,3,4,3,3,3,2,4,4,4,2,2,2,4,2,3,3
116.081438413004,-32.0019297778553,"197","1577836800000","1609372800000","0","2020",BD_5055-01,BD_5055-01,"48662",BD_5055-01 - Kalamunda Rifle Club - Covered Firing Mound, ,0,0,2,2,2,2,2,2,1,2,2,2,2,1,2,3,1,1
116.062093829288,-31.9793389839455,"198","1577836800000","1609372800000","0","2020",BD_5056-08,BD_5056-08,"38858",BD_5056-08 - Kalamunda Wet N Wild - Entrance canopy, ,0,0,4,4,5,4,3,4,5,4,3,5,3,5,5,3,5,5
115.997241316423,-31.9942449985098,"199","1577836800000","1609372800000","0","2020",BD_5031-00,BD_5031-00,"4091695",BD_5031-00 - Hartfield Park - (Recreation Centre), ,0,0,3,4,3,3,2,4,2,4,4,4,3,3,2,3,3,3
116.007436179687,-31.988443782608,"200","1577836800000","1609372800000","0","2020",BD_5114-00,BD_5114-00,"2103653",BD_5114-00 - Woodlupine Family Centre - (Woodlupine Family Centre), ,0,0,1,3,2,2,1,2,1,2,3,3,3,1,2,1,1,1
116.059917488121,-31.9707846771791,"201","1577836800000","1609372800000","0","2020",BD_5125-02,BD_5125-02,"157925",BD_5125-02 - Zig-Zag Community Centre - Cafe, ,0,0,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1
116.059809987161,-31.9706562381615,"202","1577836800000","1609372800000","0","2020",BD_5125-04,BD_5125-04,"138496",BD_5125-04 - Zig-Zag Community Centre - Seminar Room, ,0,0,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1
116.059891030218,-31.9706258632168,"203","1577836800000","1609372800000","0","2020",BD_5125-03,BD_5125-03,"29861",BD_5125-03 - Zig-Zag Community Centre - Public Toilets, ,0,0,2,2,2,2,2,2,1,2,1,1,2,1,2,1,2,2
116.059717922351,-31.9707950635371,"204","1577836800000","1609372800000","0","2020",BD_5125-00,BD_5125-00,"390184",BD_5125-00 - Zig-Zag Community Centre - (Visitor centre), ,0,0,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1
116.059578153157,-31.970786345314,"205","1577836800000","1609372800000","0","2020",BD_5125-01,BD_5125-01,"383920",BD_5125-01 - Zig-Zag Community Centre - Art Gallery, ,0,0,2,2,1,2,2,2,1,2,1,1,1,2,1,2,1,1
116.010947427043,-31.993983368625,"206","1577836800000","1609372800000","0","2020",BD_5021-00,BD_5021-00,"565815",BD_5021-00 - Edinburgh Road Centre (FIRS) - Edinburgh Centre, ,0,0,3,4,3,3,3,3,3,3,4,2,4,2,3,2,4,4
116.011019635821,-31.9937259888538,"207","1577836800000","1609372800000","0","2020",BD_5021-01,BD_5021-01,"13191",BD_5021-01 - Edinburgh Road Centre (FIRS) - Shed, ,0,0,4,4,4,4,4,4,3,4,4,4,4,3,4,3,2,2
116.044173897446,-32.0017334533966,"208","1577836800000","1609372800000","0","2020",BD_5085-03,BD_5085-03,"793336",BD_5085-03 - Ray Owen Pavilion - [New] Canteen, ,0,0,4,4,3,4,4,4,3,4,4,3,3,4,3,3,5,4
116.016539569667,-31.9866127133554,"209","1577836800000","1609372800000","0","2020",BD_5079-02,BD_5079-02,"248883",BD_5079-02 - Peter Anderton Centre (HACC) - [New] Extension, ,0,0,4,5,5,4,4,5,3,5,4,5,5,4,4,4,5,4
116.016356342101,-31.9867469649843,"210","1577836800000","1609372800000","0","2020",BD_5079-03,BD_5079-03,"273345",BD_5079-03 - Peter Anderton Centre (HACC) - [New] Garage, ,0,0,5,5,4,4,5,5,4,5,4,4,4,4,4,3,4,5
116.065456585792,-31.972144245355,"211","1577836800000","1609372800000","0","2020",BD_5043-01,BD_5043-01,"14688",BD_5043-01 - Jorgensen Park Pavilion - 5043Kiln, ,0,0,1,2,2,2,1,2,1,2,1,1,3,1,2,3,1,3
116.009858444084,-32.0025278833755,"212","1577836800000","1609372800000","0","2020",BD_5039-01,BD_5039-01,"17483",BD_5039-01 - HOUSE - 21 Lewis Road - Studio, ,0,0,2,2,1,2,3,1,3,1,3,1,1,1,1,2,3,2
116.040541677667,-32.0202293802139,"213","1577836800000","1609372800000","0","2020",BD_5109-06,BD_5109-06,"39380",BD_5109-06 - Kanyana Wildlife Center - Shed 4, ,0,0,3,4,4,3,3,2,3,4,3,3,4,4,4,4,4,4
116.040635593536,-32.0200813752668,"214","1577836800000","1609372800000","0","2020",BD_5109-07,BD_5109-07,"6260",BD_5109-07 - Kanyana Wildlife Center - Shelter near Shed 1, ,0,0,3,3,2,3,3,2,3,2,3,2,2,3,2,4,4,3
116.04064895862,-32.0201573354899,"215","1577836800000","1609372800000","0","2020",BD_5109-08,BD_5109-08,"6440",BD_5109-08 - Kanyana Wildlife Center - Shed 2 (Pump House), ,0,0,4,4,3,4,4,4,4,4,4,4,2,3,4,2,3,2
116.040619358918,-32.0201968561816,"216","1577836800000","1609372800000","0","2020",BD_5109-11,BD_5109-11,"7464",BD_5109-11 - Kanyana Wildlife Center - Shed 3, ,0,0,2,3,3,2,3,2,2,4,2,3,2,2,4,2,2,2
116.04185327067,-32.0203347822079,"217","1577836800000","1609372800000","0","2020",BD_5109-05,BD_5109-05,"56539",BD_5109-05 - Kanyana Wildlife Center - Rangers Hut Toilet Block, ,0,0,4,4,4,4,5,4,4,3,5,4,3,4,3,3,5,5
116.045581630443,-32.0090305260292,"218","1577836800000","1609372800000","0","2020",BD_5062-01,BD_5062-01,"36166",BD_5062-01 - Sanderson Road Centre - prev. Lesmurdie Preschool - Garage, ,0,0,3,4,3,3,2,4,2,3,4,4,3,2,2,4,3,2
116.081603283142,-32.0042919905483,"219","1577836800000","1609372800000","0","2020",BD_5106-03,BD_5106-03,"9227",BD_5106-03 - Waste Transfer Station - Waste Oil & Tyre Storage Units, ,0,0,2,2,2,2,1,2,2,1,2,1,3,3,2,2,3,2
116.016750528329,-31.9873293656462,"220","1577836800000","1609372800000","0","2020",BD_5003-03,BD_5003-03,"18115",BD_5003-03 - Anderson Road Community Centre (Primary School) - Toilet Block, ,0,0,4,4,4,4,3,3,5,4,3,3,3,5,5,5,5,4
116.073020256468,-31.9922719684856,"221","1577836800000","1609372800000","0","2020",BD_5017-01,BD_5017-01,"6812",BD_5017-01 - Dog pound - Brick Storage Shed, ,0,0,3,4,4,3,3,3,4,4,3,3,3,4,4,2,3,3
116.061945961437,-31.9795061699088,"222","1577836800000","1609372800000","0","2020",BD_5056-13,BD_5056-13,"140090",BD_5056-13 - Kalamunda Wet N Wild - Kiddies Pool, ,0,0,4,4,4,4,4,4,5,4,3,4,4,4,3,4,4,3
116.081791323583,-32.0032964819016,"223","1577836800000","1609372800000","0","2020",BD_5054-01,BD_5054-01,"69199",BD_5054-01 - Kalamunda Pistol Club - Controllers Booth (Sea Container), ,0,0,4,3,3,3,3,4,4,4,2,4,2,4,3,4,3,3
116.081520432168,-32.0034183352475,"224","1577836800000","1609372800000","0","2020",BD_5054-03,BD_5054-03,"6210",BD_5054-03 - Kalamunda Pistol Club - Brick Store, ,0,0,3,4,3,3,3,3,3,4,3,3,3,4,2,3,3,3
116.060963774991,-31.9787863364297,"225","1577836800000","1609372800000","0","2020",BD_5056-14,BD_5056-14,"107046",BD_5056-14 - Kalamunda Wet N Wild - Gas Chlorinator, ,0,0,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1
116.00072037269,-31.992495241338,"226","1577836800000","1609372800000","0","2020",BD_5072-01,BD_5072-01,"135524","BD_5072-01 - Morrison Oval - 5072(Public Toilet, ground level)", ,0,0,3,3,3,3,3,3,3,4,2,2,3,3,4,3,3,2
116.062187166608,-31.9794912643045,"227","1577836800000","1609372800000","0","2020",BD_5056-16,BD_5056-16,"59175",BD_5056-16 - Kalamunda Wet N Wild - Shade Structure (Type D), ,0,0,4,5,4,4,3,4,5,5,5,4,4,4,4,4,4,5
116.061865700312,-31.9792040261809,"228","1577836800000","1609372800000","0","2020",BD_5056-15,BD_5056-15,"298004",BD_5056-15 - Kalamunda Wet N Wild - Learning Pool, ,0,0,4,5,4,4,3,5,5,5,5,3,4,3,5,5,4,3
116.06171561129,-31.9793785819251,"229","1577836800000","1609372800000","0","2020",BD_5056-17,BD_5056-17,"35976",BD_5056-17 - Kalamunda Wet N Wild - Shade Structure (Type E), ,0,0,4,5,4,4,4,4,3,4,5,5,3,5,4,3,3,5
